"Postal.Code" "Place.Name" "State" "State.Abbreviation" "County" "Latitude" "Longitude"
"25486" "56470" "Park Rapids" "Minnesota" "MN" "Hubbard" "46.9377" "-95.0383"
"25487" "56472" "Pequot Lakes" "Minnesota" "MN" "Crow Wing" "46.6257" "-94.2684"
"25488" "56473" "Pillager" "Minnesota" "MN" "Cass" "46.3607" "-94.4895"
"25489" "56474" "Pine River" "Minnesota" "MN" "Cass" "46.6938" "-94.4477"
"25490" "56475" "Randall" "Minnesota" "MN" "Morrison" "46.0734" "-94.5005"
"25491" "56477" "Sebeka" "Minnesota" "MN" "Wadena" "46.6306" "-95.0681"
"25492" "56478" "Nimrod" "Minnesota" "MN" "Wadena" "46.6053" "-94.9007"
"25493" "56479" "Staples" "Minnesota" "MN" "Todd" "46.3536" "-94.7633"
"25494" "56481" "Verndale" "Minnesota" "MN" "Wadena" "46.5065" "-94.9676"
"25495" "56482" "Wadena" "Minnesota" "MN" "Wadena" "46.4401" "-95.1283"
"25496" "56484" "Walker" "Minnesota" "MN" "Cass" "47.0878" "-94.5847"
"25497" "56485" "Whipholt" "Minnesota" "MN" "" "47.0262" "-94.346"
"25498" "56501" "Detroit Lakes" "Minnesota" "MN" "Becker" "46.8349" "-95.8006"
"25499" "56502" "Detroit Lakes" "Minnesota" "MN" "Becker" "46.934" "-95.6784"
"25500" "56510" "Ada" "Minnesota" "MN" "Norman" "47.3253" "-96.5973"
"25501" "56511" "Audubon" "Minnesota" "MN" "Becker" "46.8719" "-95.9881"
"25502" "56513" "Baker" "Minnesota" "MN" "Clay" "46.89" "-96.5062"
"25503" "56514" "Barnesville" "Minnesota" "MN" "Clay" "46.6495" "-96.3916"
"25504" "56515" "Battle Lake" "Minnesota" "MN" "Otter Tail" "46.3142" "-95.7144"
"25505" "56516" "Bejou" "Minnesota" "MN" "Mahnomen" "47.4491" "-95.9454"
"25506" "56517" "Beltrami" "Minnesota" "MN" "Polk" "47.5721" "-96.4549"
"25507" "56518" "Bluffton" "Minnesota" "MN" "Otter Tail" "46.4918" "-95.2236"
"25508" "56519" "Borup" "Minnesota" "MN" "Norman" "47.1896" "-96.553"
"25509" "56520" "Breckenridge" "Minnesota" "MN" "Wilkin" "46.2797" "-96.5622"
"25510" "56521" "Callaway" "Minnesota" "MN" "Becker" "47.0076" "-95.944"
"25511" "56522" "Campbell" "Minnesota" "MN" "Wilkin" "46.1402" "-96.4433"
"25512" "56523" "Climax" "Minnesota" "MN" "Polk" "47.6837" "-96.8715"
"25513" "56524" "Clitherall" "Minnesota" "MN" "Otter Tail" "46.2757" "-95.6308"
"25514" "56525" "Comstock" "Minnesota" "MN" "Clay" "46.6667" "-96.7398"
"25515" "56527" "Deer Creek" "Minnesota" "MN" "Otter Tail" "46.4112" "-95.2673"
"25516" "56528" "Dent" "Minnesota" "MN" "Otter Tail" "46.5554" "-95.7644"
"25517" "56529" "Dilworth" "Minnesota" "MN" "Clay" "46.8782" "-96.7022"
"25518" "56531" "Elbow Lake" "Minnesota" "MN" "Grant" "45.9953" "-95.9671"
"25519" "56533" "Elizabeth" "Minnesota" "MN" "Otter Tail" "46.3803" "-96.1326"
"25520" "56534" "Erhard" "Minnesota" "MN" "Otter Tail" "46.4948" "-96.0593"
"25521" "56535" "Erskine" "Minnesota" "MN" "Polk" "47.6618" "-96.0122"
"25522" "56536" "Felton" "Minnesota" "MN" "Clay" "47.0705" "-96.5052"
"25523" "56537" "Fergus Falls" "Minnesota" "MN" "Otter Tail" "46.276" "-96.0904"
"25524" "56538" "Fergus Falls" "Minnesota" "MN" "Otter Tail" "46.4124" "-95.7135"
"25525" "56540" "Fertile" "Minnesota" "MN" "Polk" "47.5214" "-96.2371"
"25526" "56541" "Flom" "Minnesota" "MN" "Norman" "47.1588" "-96.1309"
"25527" "56542" "Fosston" "Minnesota" "MN" "Polk" "47.5816" "-95.7431"
"25528" "56543" "Foxhome" "Minnesota" "MN" "Wilkin" "46.2584" "-96.3176"
"25529" "56544" "Frazee" "Minnesota" "MN" "Becker" "46.7565" "-95.5212"
"25530" "56545" "Gary" "Minnesota" "MN" "Norman" "47.3675" "-96.2152"
"25531" "56546" "Georgetown" "Minnesota" "MN" "Clay" "47.0999" "-96.727"
"25532" "56547" "Glyndon" "Minnesota" "MN" "Clay" "46.882" "-96.5583"
"25533" "56548" "Halstad" "Minnesota" "MN" "Norman" "47.3551" "-96.798"
"25534" "56549" "Hawley" "Minnesota" "MN" "Clay" "46.9777" "-96.4092"
"25535" "56550" "Hendrum" "Minnesota" "MN" "Norman" "47.2689" "-96.7988"
"25536" "56551" "Henning" "Minnesota" "MN" "Otter Tail" "46.3256" "-95.3852"
"25537" "56552" "Hitterdal" "Minnesota" "MN" "Clay" "47.0014" "-96.2888"
"25538" "56553" "Kent" "Minnesota" "MN" "Wilkin" "46.4378" "-96.6852"
"25539" "56554" "Lake Park" "Minnesota" "MN" "Becker" "46.8176" "-96.067"
"25540" "56556" "Mcintosh" "Minnesota" "MN" "Polk" "47.6522" "-95.8863"
"25541" "56557" "Mahnomen" "Minnesota" "MN" "Mahnomen" "47.3362" "-95.8856"
"25542" "56560" "Moorhead" "Minnesota" "MN" "Clay" "46.8677" "-96.7572"
"25543" "56561" "Moorhead" "Minnesota" "MN" "Clay" "46.89" "-96.5062"
"25544" "56562" "Moorhead" "Minnesota" "MN" "Clay" "46.89" "-96.5062"
"25545" "56563" "Moorhead" "Minnesota" "MN" "Clay" "46.89" "-96.5062"
"25546" "56565" "Nashua" "Minnesota" "MN" "Wilkin" "46.0537" "-96.316"
"25547" "56566" "Naytahwaush" "Minnesota" "MN" "Mahnomen" "47.2601" "-95.6283"
"25548" "56567" "New York Mills" "Minnesota" "MN" "Otter Tail" "46.5559" "-95.4047"
"25549" "56568" "Nielsville" "Minnesota" "MN" "Polk" "47.5373" "-96.7574"
"25550" "56569" "Ogema" "Minnesota" "MN" "Becker" "47.1029" "-95.9151"
"25551" "56570" "Osage" "Minnesota" "MN" "Becker" "46.9329" "-95.2353"
"25552" "56571" "Ottertail" "Minnesota" "MN" "Otter Tail" "46.4177" "-95.5436"
"25553" "56572" "Pelican Rapids" "Minnesota" "MN" "Otter Tail" "46.5994" "-96.0662"
"25554" "56573" "Perham" "Minnesota" "MN" "Otter Tail" "46.6031" "-95.5818"
"25555" "56574" "Perley" "Minnesota" "MN" "Norman" "47.1831" "-96.7777"
"25556" "56575" "Ponsford" "Minnesota" "MN" "Becker" "47.0133" "-95.3197"
"25557" "56576" "Richville" "Minnesota" "MN" "Otter Tail" "46.4434" "-95.7924"
"25558" "56577" "Richwood" "Minnesota" "MN" "Becker" "46.934" "-95.6784"
"25559" "56578" "Rochert" "Minnesota" "MN" "Becker" "46.8862" "-95.7246"
"25560" "56579" "Rothsay" "Minnesota" "MN" "Wilkin" "46.5094" "-96.2887"
"25561" "56580" "Sabin" "Minnesota" "MN" "Clay" "46.7703" "-96.5985"
"25562" "56581" "Shelly" "Minnesota" "MN" "Norman" "47.4554" "-96.7838"
"25563" "56583" "Tintah" "Minnesota" "MN" "Traverse" "46.0074" "-96.3593"
"25564" "56584" "Twin Valley" "Minnesota" "MN" "Norman" "47.2509" "-96.2464"
"25565" "56585" "Ulen" "Minnesota" "MN" "Clay" "47.0903" "-96.2824"
"25566" "56586" "Underwood" "Minnesota" "MN" "Otter Tail" "46.3265" "-95.8416"
"25567" "56587" "Vergas" "Minnesota" "MN" "Otter Tail" "46.6706" "-95.7948"
"25568" "56588" "Vining" "Minnesota" "MN" "Otter Tail" "46.2195" "-95.506"
"25569" "56589" "Waubun" "Minnesota" "MN" "Mahnomen" "47.192" "-95.8871"
"25570" "56590" "Wendell" "Minnesota" "MN" "Grant" "46.0562" "-96.1144"
"25571" "56591" "White Earth" "Minnesota" "MN" "Becker" "46.934" "-95.6784"
"25572" "56592" "Winger" "Minnesota" "MN" "Polk" "47.5375" "-95.9941"
"25573" "56593" "Wolf Lake" "Minnesota" "MN" "Becker" "46.8035" "-95.3535"
"25574" "56594" "Wolverton" "Minnesota" "MN" "Wilkin" "46.555" "-96.6149"
"25575" "56601" "Bemidji" "Minnesota" "MN" "Beltrami" "47.572" "-94.8013"
"25576" "56619" "Bemidji" "Minnesota" "MN" "Beltrami" "47.6257" "-94.8222"
"25577" "56621" "Bagley" "Minnesota" "MN" "Clearwater" "47.487" "-95.4133"
"25578" "56623" "Baudette" "Minnesota" "MN" "Lake of the Woods" "48.6927" "-94.5995"
"25579" "56626" "Bena" "Minnesota" "MN" "Cass" "47.3477" "-94.2519"
"25580" "56627" "Big Falls" "Minnesota" "MN" "Koochiching" "48.156" "-93.7296"
"25581" "56628" "Bigfork" "Minnesota" "MN" "Itasca" "47.7502" "-93.6707"
"25582" "56629" "Birchdale" "Minnesota" "MN" "Koochiching" "48.6247" "-94.1677"
"25583" "56630" "Blackduck" "Minnesota" "MN" "Beltrami" "47.7381" "-94.4961"
"25584" "56631" "Bowstring" "Minnesota" "MN" "Itasca" "47.0878" "-93.9214"
"25585" "56632" "Boy River" "Minnesota" "MN" "" "47.1806" "-94.1085"
"25586" "56633" "Cass Lake" "Minnesota" "MN" "Cass" "47.3516" "-94.6119"
"25587" "56634" "Clearbrook" "Minnesota" "MN" "Clearwater" "47.7146" "-95.3752"
"25588" "56636" "Deer River" "Minnesota" "MN" "Itasca" "47.3829" "-93.8498"
"25589" "56637" "Talmoon" "Minnesota" "MN" "Itasca" "47.5888" "-93.7749"
"25590" "56639" "Effie" "Minnesota" "MN" "Itasca" "47.8472" "-93.5799"
"25591" "56641" "Federal Dam" "Minnesota" "MN" "Cass" "47.2069" "-94.2575"
"25592" "56644" "Gonvick" "Minnesota" "MN" "Clearwater" "47.749" "-95.499"
"25593" "56646" "Gully" "Minnesota" "MN" "Polk" "47.7697" "-95.641"
"25594" "56647" "Hines" "Minnesota" "MN" "Beltrami" "47.7324" "-94.6477"
"25595" "56649" "International Falls" "Minnesota" "MN" "Koochiching" "48.5344" "-93.1317"
"25596" "56650" "Kelliher" "Minnesota" "MN" "Beltrami" "47.9272" "-94.5382"
"25597" "56651" "Lengby" "Minnesota" "MN" "Polk" "47.8364" "-96.3504"
"25598" "56652" "Leonard" "Minnesota" "MN" "Clearwater" "47.7334" "-95.2481"
"25599" "56653" "Littlefork" "Minnesota" "MN" "Koochiching" "48.3852" "-93.5399"
"25600" "56654" "Loman" "Minnesota" "MN" "Koochiching" "48.5164" "-93.8407"
"25601" "56655" "Longville" "Minnesota" "MN" "Cass" "47.0248" "-94.1982"
"25602" "56657" "Marcell" "Minnesota" "MN" "Itasca" "47.5485" "-93.6236"
"25603" "56658" "Margie" "Minnesota" "MN" "Koochiching" "48.0904" "-93.8292"
"25604" "56659" "Max" "Minnesota" "MN" "Itasca" "47.6618" "-94.0156"
"25605" "56660" "Mizpah" "Minnesota" "MN" "Koochiching" "47.9495" "-94.1467"
"25606" "56661" "Northome" "Minnesota" "MN" "Koochiching" "47.844" "-94.2043"
"25607" "56662" "Outing" "Minnesota" "MN" "Cass" "46.8375" "-93.9443"
"25608" "56663" "Pennington" "Minnesota" "MN" "Beltrami" "47.4651" "-94.4834"
"25609" "56665" "Pitt" "Minnesota" "MN" "" "48.783" "-94.7283"
"25610" "56666" "Ponemah" "Minnesota" "MN" "Beltrami" "48.0372" "-94.917"
"25611" "56667" "Puposky" "Minnesota" "MN" "Beltrami" "47.7436" "-94.9803"
"25612" "56668" "Ranier" "Minnesota" "MN" "Koochiching" "48.6031" "-93.2977"
"25613" "56669" "Ray" "Minnesota" "MN" "Koochiching" "48.4218" "-93.0895"
"25614" "56670" "Redby" "Minnesota" "MN" "Beltrami" "47.8689" "-94.9404"
"25615" "56671" "Redlake" "Minnesota" "MN" "Beltrami" "47.8654" "-95.0643"
"25616" "56672" "Remer" "Minnesota" "MN" "Cass" "47.0874" "-93.9196"
"25617" "56673" "Roosevelt" "Minnesota" "MN" "Roseau" "48.8279" "-95.1119"
"25618" "56674" "Saum" "Minnesota" "MN" "" "47.9748" "-94.6447"
"25619" "56676" "Shevlin" "Minnesota" "MN" "Clearwater" "47.5004" "-95.245"
"25620" "56678" "Solway" "Minnesota" "MN" "Beltrami" "47.548" "-95.1205"
"25621" "56679" "South International Falls" "Minnesota" "MN" "Koochiching" "48.2789" "-93.7555"
"25622" "56680" "Spring Lake" "Minnesota" "MN" "Itasca" "47.6359" "-93.922"
"25623" "56681" "Squaw Lake" "Minnesota" "MN" "Itasca" "47.6362" "-94.1475"
"25624" "56682" "Swift" "Minnesota" "MN" "Roseau" "48.7692" "-95.7476"
"25625" "56683" "Tenstrike" "Minnesota" "MN" "Beltrami" "47.6611" "-94.6824"
"25626" "56684" "Trail" "Minnesota" "MN" "Polk" "47.7478" "-95.7607"
"25627" "56685" "Waskish" "Minnesota" "MN" "Beltrami" "48.177" "-94.5037"
"25628" "56686" "Williams" "Minnesota" "MN" "Lake of the Woods" "48.8022" "-94.9556"
"25629" "56687" "Wilton" "Minnesota" "MN" "Beltrami" "47.975" "-95.0087"
"25630" "56688" "Wirt" "Minnesota" "MN" "Itasca" "47.7462" "-93.963"
"25631" "56701" "Thief River Falls" "Minnesota" "MN" "Pennington" "48.0763" "-96.149"
"25632" "56710" "Alvarado" "Minnesota" "MN" "Marshall" "48.202" "-96.9915"
"25633" "56711" "Angle Inlet" "Minnesota" "MN" "Lake of the Woods" "48.8752" "-94.8857"
"25634" "56712" "Angus" "Minnesota" "MN" "Polk" "48.0927" "-96.657"
"25635" "56713" "Argyle" "Minnesota" "MN" "Marshall" "48.3314" "-96.8671"
"25636" "56714" "Badger" "Minnesota" "MN" "Roseau" "48.7913" "-96.0965"
"25637" "56715" "Brooks" "Minnesota" "MN" "Red Lake" "47.8129" "-96.0117"
"25638" "56716" "Crookston" "Minnesota" "MN" "Polk" "47.7797" "-96.5931"
"25639" "56720" "Donaldson" "Minnesota" "MN" "Kittson" "48.5798" "-96.8579"
"25640" "56721" "East Grand Forks" "Minnesota" "MN" "Polk" "47.9318" "-97.0213"
"25641" "56722" "Euclid" "Minnesota" "MN" "Polk" "47.9845" "-96.6428"
"25642" "56723" "Fisher" "Minnesota" "MN" "Polk" "47.8381" "-96.8803"
"25643" "56724" "Gatzke" "Minnesota" "MN" "Marshall" "48.4104" "-95.7903"
"25644" "56725" "Goodridge" "Minnesota" "MN" "Pennington" "48.0686" "-95.7283"
"25645" "56726" "Greenbush" "Minnesota" "MN" "Roseau" "48.6957" "-96.1871"
"25646" "56727" "Grygla" "Minnesota" "MN" "Marshall" "48.3071" "-95.6398"
"25647" "56728" "Hallock" "Minnesota" "MN" "Kittson" "48.7749" "-96.9445"
"25648" "56729" "Halma" "Minnesota" "MN" "Kittson" "48.6669" "-96.5969"
"25649" "56731" "Humboldt" "Minnesota" "MN" "Kittson" "48.7719" "-96.8129"
"25650" "56732" "Karlstad" "Minnesota" "MN" "Kittson" "48.5916" "-96.5511"
"25651" "56733" "Kennedy" "Minnesota" "MN" "Kittson" "48.6337" "-96.9614"
"25652" "56734" "Lake Bronson" "Minnesota" "MN" "Kittson" "48.7787" "-96.6431"
"25653" "56735" "Lancaster" "Minnesota" "MN" "Kittson" "48.9153" "-96.6366"
"25654" "56736" "Mentor" "Minnesota" "MN" "Polk" "47.6576" "-96.1778"
"25655" "56737" "Middle River" "Minnesota" "MN" "Marshall" "48.4426" "-96.1232"
"25656" "56738" "Newfolden" "Minnesota" "MN" "Marshall" "48.2894" "-96.255"
"25657" "56740" "Noyes" "Minnesota" "MN" "Kittson" "48.7719" "-96.8129"
"25658" "56741" "Oak Island" "Minnesota" "MN" "Lake of the Woods" "49.3135" "-94.8492"
"25659" "56742" "Oklee" "Minnesota" "MN" "Red Lake" "47.8286" "-95.8617"
"25660" "56744" "Oslo" "Minnesota" "MN" "Marshall" "48.2066" "-97.1163"
"25661" "56748" "Plummer" "Minnesota" "MN" "Red Lake" "47.9113" "-95.9646"
"25662" "56750" "Red Lake Falls" "Minnesota" "MN" "Red Lake" "47.8823" "-96.2681"
"25663" "56751" "Roseau" "Minnesota" "MN" "Roseau" "48.7048" "-95.7504"
"25664" "56754" "Saint Hilaire" "Minnesota" "MN" "Pennington" "48.0109" "-96.2249"
"25665" "56755" "Saint Vincent" "Minnesota" "MN" "Kittson" "48.9458" "-97.1703"
"25666" "56756" "Salol" "Minnesota" "MN" "Roseau" "48.8522" "-95.5356"
"25667" "56757" "Stephen" "Minnesota" "MN" "Marshall" "48.4525" "-96.8674"
"25668" "56758" "Strandquist" "Minnesota" "MN" "Marshall" "48.4526" "-96.4723"
"25669" "56759" "Strathcona" "Minnesota" "MN" "Roseau" "48.5459" "-96.0879"
"25670" "56760" "Viking" "Minnesota" "MN" "Marshall" "48.2349" "-96.4749"
"25671" "56761" "Wannaska" "Minnesota" "MN" "Roseau" "48.6452" "-95.7072"
"25672" "56762" "Warren" "Minnesota" "MN" "Marshall" "48.2614" "-96.7726"
"25673" "56763" "Warroad" "Minnesota" "MN" "Roseau" "48.9111" "-95.3538"
"25674" "56901" "Washington" "District of Columbia" "DC" "" "38.8952" "-77.0365"
"68669" "56902" "PARCEL RETURN SERVICE" NA "DC" NA "38.89" "-77.03"
"68670" "56904" "PARCEL RETURN SERVICE" NA "DC" NA "38.89" "-77.03"
"25675" "56915" "Washington" "District of Columbia" "DC" "" "38.8952" "-77.0365"
"25676" "56920" "Washington" "District of Columbia" "DC" "" "38.8952" "-77.0365"
"25677" "56933" "Washington" "District of Columbia" "DC" "" "38.8952" "-77.0365"
"25678" "56944" "Washington" "District of Columbia" "DC" "" "38.8952" "-77.0365"
"68675" "56945" "PARCEL RETURN SERVICE" NA "DC" NA "38.89" "-77.03"
"68676" "56950" "PARCEL RETURN SERVICE" NA "DC" NA "38.89" "-77.03"
"68677" "56965" "PARCEL RETURN SERVICE" NA "DC" NA "38.89" "-77.03"
"25679" "56972" "Washington" "District of Columbia" "DC" "" "38.9164" "-76.9948"
"25680" "57001" "Alcester" "South Dakota" "SD" "Union" "43.0047" "-96.6332"
"25681" "57002" "Aurora" "South Dakota" "SD" "Brookings" "44.2838" "-96.7043"
"25682" "57003" "Baltic" "South Dakota" "SD" "Minnehaha" "43.7309" "-96.7563"
"25683" "57004" "Beresford" "South Dakota" "SD" "Union" "43.0874" "-96.7813"
"25684" "57005" "Brandon" "South Dakota" "SD" "Minnehaha" "43.5926" "-96.586"
"25685" "57006" "Brookings" "South Dakota" "SD" "Brookings" "44.3056" "-96.7914"
"25686" "57007" "Brookings" "South Dakota" "SD" "Brookings" "44.3697" "-96.7907"
"25687" "57010" "Burbank" "South Dakota" "SD" "Clay" "42.7638" "-96.8466"
"25688" "57012" "Canistota" "South Dakota" "SD" "McCook" "43.5856" "-97.2889"
"25689" "57013" "Canton" "South Dakota" "SD" "Lincoln" "43.3038" "-96.5938"
"25690" "57014" "Centerville" "South Dakota" "SD" "Turner" "43.1176" "-96.9636"
"25691" "57015" "Chancellor" "South Dakota" "SD" "Turner" "43.408" "-96.9827"
"25692" "57016" "Chester" "South Dakota" "SD" "Lake" "43.8981" "-96.9759"
"25693" "57017" "Colman" "South Dakota" "SD" "Moody" "43.9558" "-96.8189"
"25694" "57018" "Colton" "South Dakota" "SD" "Minnehaha" "43.7951" "-96.9572"
"25695" "57020" "Crooks" "South Dakota" "SD" "Minnehaha" "43.6669" "-96.8221"
"25696" "57021" "Davis" "South Dakota" "SD" "Turner" "43.2864" "-96.9792"
"25697" "57022" "Dell Rapids" "South Dakota" "SD" "Minnehaha" "43.8228" "-96.7223"
"25698" "57024" "Egan" "South Dakota" "SD" "Moody" "43.9866" "-96.6493"
"25699" "57025" "Elk Point" "South Dakota" "SD" "Union" "42.7382" "-96.687"
"25700" "57026" "Elkton" "South Dakota" "SD" "Brookings" "44.235" "-96.5011"
"25701" "57027" "Fairview" "South Dakota" "SD" "Lincoln" "43.197" "-96.5135"
"25702" "57028" "Flandreau" "South Dakota" "SD" "Moody" "44.0658" "-96.6222"
"25703" "57029" "Freeman" "South Dakota" "SD" "Hutchinson" "43.3605" "-97.4601"
"25704" "57030" "Garretson" "South Dakota" "SD" "Minnehaha" "43.7162" "-96.5196"
"25705" "57031" "Gayville" "South Dakota" "SD" "Yankton" "42.8835" "-97.183"
"25706" "57032" "Harrisburg" "South Dakota" "SD" "Lincoln" "43.446" "-96.6864"
"25707" "57033" "Hartford" "South Dakota" "SD" "Minnehaha" "43.6155" "-96.9501"
"25708" "57034" "Hudson" "South Dakota" "SD" "Lincoln" "43.1284" "-96.5306"
"25709" "57035" "Humboldt" "South Dakota" "SD" "Minnehaha" "43.612" "-97.0697"
"25710" "57036" "Hurley" "South Dakota" "SD" "Turner" "43.2893" "-97.1904"
"25711" "57037" "Irene" "South Dakota" "SD" "Clay" "43.1027" "-97.2558"
"25712" "57038" "Jefferson" "South Dakota" "SD" "Union" "42.6013" "-96.5784"
"25713" "57039" "Lennox" "South Dakota" "SD" "Lincoln" "43.3451" "-96.8821"
"25714" "57040" "Lesterville" "South Dakota" "SD" "Yankton" "43.055" "-97.5483"
"25715" "57041" "Lyons" "South Dakota" "SD" "Minnehaha" "43.7285" "-96.8709"
"25716" "57042" "Madison" "South Dakota" "SD" "Lake" "44.0054" "-97.1149"
"25717" "57043" "Marion" "South Dakota" "SD" "Turner" "43.4188" "-97.2771"
"25718" "57044" "Meckling" "South Dakota" "SD" "Clay" "42.849" "-97.0922"
"25719" "57045" "Menno" "South Dakota" "SD" "Hutchinson" "43.234" "-97.565"
"25720" "57046" "Mission Hill" "South Dakota" "SD" "Yankton" "42.9836" "-97.3349"
"25721" "57047" "Monroe" "South Dakota" "SD" "Turner" "43.5207" "-97.212"
"25722" "57048" "Montrose" "South Dakota" "SD" "McCook" "43.7063" "-97.1885"
"25723" "57049" "North Sioux City" "South Dakota" "SD" "Union" "42.5249" "-96.5074"
"25724" "57050" "Nunda" "South Dakota" "SD" "Lake" "44.1525" "-96.9942"
"25725" "57051" "Oldham" "South Dakota" "SD" "Kingsbury" "44.2457" "-97.2696"
"25726" "57052" "Olivet" "South Dakota" "SD" "Hutchinson" "43.2928" "-97.7184"
"25727" "57053" "Parker" "South Dakota" "SD" "Turner" "43.402" "-97.1333"
"25728" "57054" "Ramona" "South Dakota" "SD" "Lake" "44.1229" "-97.2349"
"25729" "57055" "Renner" "South Dakota" "SD" "Minnehaha" "43.6366" "-96.7119"
"25730" "57056" "Rowena" "South Dakota" "SD" "Minnehaha" "43.5216" "-96.5587"
"25731" "57057" "Rutland" "South Dakota" "SD" "Lake" "44.0683" "-96.9519"
"25732" "57058" "Salem" "South Dakota" "SD" "McCook" "43.7356" "-97.3797"
"25733" "57059" "Scotland" "South Dakota" "SD" "Bon Homme" "43.1212" "-97.7296"
"25734" "57060" "Sherman" "South Dakota" "SD" "" "43.7987" "-96.5444"
"25735" "57061" "Sinai" "South Dakota" "SD" "Brookings" "44.2428" "-97.0182"
"25736" "57062" "Springfield" "South Dakota" "SD" "Bon Homme" "42.8687" "-97.9288"
"25737" "57063" "Tabor" "South Dakota" "SD" "Bon Homme" "42.9383" "-97.6923"
"25738" "57064" "Tea" "South Dakota" "SD" "Lincoln" "43.4711" "-96.8177"
"25739" "57065" "Trent" "South Dakota" "SD" "Moody" "43.8942" "-96.6326"
"25740" "57066" "Tyndall" "South Dakota" "SD" "Bon Homme" "42.99" "-97.8633"
"25741" "57067" "Utica" "South Dakota" "SD" "Yankton" "43.0164" "-97.3694"
"25742" "57068" "Valley Springs" "South Dakota" "SD" "Minnehaha" "43.5773" "-96.4956"
"25743" "57069" "Vermillion" "South Dakota" "SD" "Clay" "42.7951" "-96.9258"
"25744" "57070" "Viborg" "South Dakota" "SD" "Turner" "43.1815" "-97.114"
"25745" "57071" "Volga" "South Dakota" "SD" "Brookings" "44.3224" "-96.9251"
"25746" "57072" "Volin" "South Dakota" "SD" "Yankton" "42.9696" "-97.2282"
"25747" "57073" "Wakonda" "South Dakota" "SD" "Clay" "42.996" "-97.0694"
"25748" "57074" "Ward" "South Dakota" "SD" "Moody" "44.1559" "-96.4813"
"25749" "57075" "Wentworth" "South Dakota" "SD" "Lake" "43.9852" "-96.9615"
"25750" "57076" "Winfred" "South Dakota" "SD" "Lake" "43.9595" "-97.3093"
"25751" "57077" "Worthing" "South Dakota" "SD" "Lincoln" "43.2925" "-96.7529"
"25752" "57078" "Yankton" "South Dakota" "SD" "Yankton" "42.8821" "-97.3986"
"25753" "57079" "Yankton" "South Dakota" "SD" "Yankton" "42.8676" "-97.3903"
"25754" "57101" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.5464" "-96.6906"
"25755" "57102" "Sioux Falls" "South Dakota" "SD" "" "43.5467" "-96.7266"
"25756" "57103" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.5374" "-96.6864"
"25757" "57104" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.5514" "-96.7375"
"25758" "57105" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.524" "-96.7341"
"25759" "57106" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.5179" "-96.7924"
"25760" "57107" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.5566" "-96.8028"
"25761" "57108" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.4775" "-96.7041"
"25762" "57109" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.6746" "-96.7913"
"25763" "57110" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.5486" "-96.6332"
"25764" "57115" "Buffalo Ridge" "South Dakota" "SD" "Minnehaha" "43.5219" "-96.8685"
"25765" "57116" "Sioux Falls" "South Dakota" "SD" "" "43.5123" "-96.7686"
"25766" "57117" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.6746" "-96.7913"
"25767" "57118" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.6746" "-96.7913"
"25768" "57186" "Sioux Falls" "South Dakota" "SD" "" "43.5424" "-96.7312"
"25769" "57188" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.6746" "-96.7913"
"25770" "57189" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.6746" "-96.7913"
"25771" "57190" "Sioux Falls" "South Dakota" "SD" "" "43.5444" "-96.7231"
"25772" "57191" "Sioux Falls" "South Dakota" "SD" "" "43.5444" "-96.7231"
"25773" "57192" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.6746" "-96.7913"
"25774" "57193" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.6746" "-96.7913"
"25775" "57194" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.6746" "-96.7913"
"25776" "57195" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.6746" "-96.7913"
"25777" "57196" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.6746" "-96.7913"
"25778" "57197" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.6746" "-96.7913"
"25779" "57198" "Sioux Falls" "South Dakota" "SD" "Minnehaha" "43.6746" "-96.7913"
"25780" "57201" "Watertown" "South Dakota" "SD" "Codington" "44.9043" "-97.124"
"25781" "57202" "Waverly" "South Dakota" "SD" "Codington" "44.9776" "-97.1884"
"25782" "57212" "Arlington" "South Dakota" "SD" "Kingsbury" "44.3668" "-97.0687"
"25783" "57213" "Astoria" "South Dakota" "SD" "Deuel" "44.5735" "-96.5416"
"25784" "57214" "Badger" "South Dakota" "SD" "Kingsbury" "44.4918" "-97.2184"
"25785" "57216" "Big Stone City" "South Dakota" "SD" "Grant" "45.285" "-96.5614"
"25786" "57217" "Bradley" "South Dakota" "SD" "Clark" "45.0751" "-97.6387"
"25787" "57218" "Brandt" "South Dakota" "SD" "Deuel" "44.6738" "-96.6435"
