"Postal.Code" "Place.Name" "State" "State.Abbreviation" "County" "Latitude" "Longitude"
"8971" "22184" "Vienna" "Virginia" "VA" "Fairfax" "38.8318" "-77.2888"
"8972" "22185" "Vienna" "Virginia" "VA" "Fairfax" "38.8318" "-77.2888"
"8973" "22186" "Warrenton" "Virginia" "VA" "" "38.7259" "-77.7689"
"8974" "22190" "Waterford" "Virginia" "VA" "" "39.1999" "-77.6197"
"8975" "22191" "Woodbridge" "Virginia" "VA" "Prince William" "38.6356" "-77.2683"
"8976" "22192" "Woodbridge" "Virginia" "VA" "Prince William" "38.676" "-77.3163"
"8977" "22193" "Woodbridge" "Virginia" "VA" "Prince William" "38.6438" "-77.3451"
"8978" "22194" "Woodbridge" "Virginia" "VA" "Prince William" "38.7219" "-77.4669"
"8979" "22195" "Woodbridge" "Virginia" "VA" "Prince William" "38.7219" "-77.4669"
"8980" "22199" "Lorton" "Virginia" "VA" "Fairfax" "38.8318" "-77.2888"
"8981" "22201" "Arlington" "Virginia" "VA" "Arlington" "38.8871" "-77.0932"
"8982" "22202" "Arlington" "Virginia" "VA" "Arlington" "38.8565" "-77.0592"
"8983" "22203" "Arlington" "Virginia" "VA" "Arlington" "38.8738" "-77.1142"
"8984" "22204" "Arlington" "Virginia" "VA" "Arlington" "38.859" "-77.0997"
"8985" "22205" "Arlington" "Virginia" "VA" "Arlington" "38.8836" "-77.1395"
"8986" "22206" "Arlington" "Virginia" "VA" "Arlington" "38.8415" "-77.0905"
"8987" "22207" "Arlington" "Virginia" "VA" "Arlington" "38.9033" "-77.1263"
"8988" "22209" "Arlington" "Virginia" "VA" "Arlington" "38.8926" "-77.0753"
"8989" "22210" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"8990" "22211" "Ft Myer" "Virginia" "VA" "Arlington" "38.8787" "-77.0774"
"8991" "22212" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"8992" "22213" "Arlington" "Virginia" "VA" "Arlington" "38.8954" "-77.1633"
"8993" "22214" "Arlington" "Virginia" "VA" "Arlington" "38.8688" "-77.0739"
"8994" "22215" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"8995" "22216" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"8996" "22217" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"8997" "22218" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"8998" "22219" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"8999" "22222" "Arlington" "Virginia" "VA" "Arlington" "38.8615" "-77.0536"
"9000" "22223" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"9001" "22225" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"9002" "22226" "Arlington" "Virginia" "VA" "Arlington" "38.8834" "-77.1028"
"9003" "22227" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"9004" "22229" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"9005" "22230" "Arlington" "Virginia" "VA" "Arlington" "38.8797" "-77.1108"
"9006" "22234" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"9007" "22240" "Arlington" "Virginia" "VA" "Arlington" "38.8566" "-77.0518"
"9008" "22241" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"9009" "22242" "Arlington" "Virginia" "VA" "Arlington" "38.8509" "-77.0523"
"9010" "22243" "Arlington" "Virginia" "VA" "Arlington" "38.8604" "-77.0516"
"9011" "22244" "Arlington" "Virginia" "VA" "Arlington" "38.8545" "-77.052"
"9012" "22245" "Arlington" "Virginia" "VA" "Arlington" "38.8518" "-77.0523"
"9013" "22246" "Arlington" "Virginia" "VA" "Arlington" "38.8808" "-77.113"
"9014" "22301" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.82" "-77.0589"
"9015" "22302" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.8276" "-77.0896"
"9016" "22303" "Alexandria" "Virginia" "VA" "Fairfax" "38.7912" "-77.0814"
"9017" "22304" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.8149" "-77.121"
"9018" "22305" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.8372" "-77.064"
"9019" "22306" "Alexandria" "Virginia" "VA" "Fairfax" "38.7589" "-77.0873"
"9020" "22307" "Alexandria" "Virginia" "VA" "Fairfax" "38.7714" "-77.0657"
"9021" "22308" "Alexandria" "Virginia" "VA" "Fairfax" "38.7316" "-77.0604"
"9022" "22309" "Alexandria" "Virginia" "VA" "Fairfax" "38.7192" "-77.1073"
"9023" "22310" "Alexandria" "Virginia" "VA" "Fairfax" "38.7794" "-77.1194"
"9024" "22311" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.832" "-77.12"
"9025" "22312" "Alexandria" "Virginia" "VA" "Fairfax" "38.8191" "-77.1484"
"9026" "22313" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.8158" "-77.09"
"9027" "22314" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.806" "-77.0529"
"9028" "22315" "Alexandria" "Virginia" "VA" "Fairfax" "38.7596" "-77.1485"
"9029" "22320" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.8044" "-77.0467"
"9030" "22321" "Alexandria" "Virginia" "VA" "Fairfax" "38.8318" "-77.2888"
"9031" "22331" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.8013" "-77.0707"
"9032" "22332" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.8031" "-77.0727"
"9033" "22333" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.8158" "-77.09"
"9034" "22334" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.8158" "-77.09"
"9035" "22336" "Alexandria" "Virginia" "VA" "Alexandria (city)" "38.8158" "-77.09"
"52922" "22350" "ALEXANDRIA" NA "VA" NA "48.31" "-2.12"
"9036" "22401" "Fredericksburg" "Virginia" "VA" "Fredericksburg (city)" "38.2995" "-77.4772"
"9037" "22402" "Fredericksburg" "Virginia" "VA" "Fredericksburg (city)" "38.2996" "-77.4897"
"9038" "22403" "Fredericksburg" "Virginia" "VA" "Stafford" "38.4173" "-77.4608"
"9039" "22404" "Fredericksburg" "Virginia" "VA" "Fredericksburg (city)" "38.2983" "-77.4899"
"9040" "22405" "Fredericksburg" "Virginia" "VA" "Stafford" "38.3365" "-77.4366"
"9041" "22406" "Fredericksburg" "Virginia" "VA" "Stafford" "38.3796" "-77.5349"
"9042" "22407" "Fredericksburg" "Virginia" "VA" "Spotsylvania" "38.2688" "-77.5476"
"9043" "22408" "Fredericksburg" "Virginia" "VA" "Spotsylvania" "38.2481" "-77.4681"
"9044" "22412" "Fredericksburg" "Virginia" "VA" "Spotsylvania" "38.1847" "-77.6626"
"9045" "22421" "Kilmarnock" "Virginia" "VA" "" "37.8086" "-76.5081"
"9046" "22427" "Bowling Green" "Virginia" "VA" "Caroline" "38.0137" "-77.1802"
"9047" "22428" "Bowling Green" "Virginia" "VA" "Caroline" "38.0145" "-77.3559"
"9048" "22430" "Brooke" "Virginia" "VA" "Stafford" "38.3857" "-77.3743"
"9049" "22432" "Burgess" "Virginia" "VA" "Northumberland" "37.8687" "-76.3542"
"9050" "22433" "Burr Hill" "Virginia" "VA" "Orange" "38.3446" "-77.8719"
"9051" "22435" "Callao" "Virginia" "VA" "Northumberland" "37.9773" "-76.5732"
"9052" "22436" "Caret" "Virginia" "VA" "Essex" "38.0247" "-77.0371"
"9053" "22437" "Center Cross" "Virginia" "VA" "Essex" "37.7929" "-76.7548"
"9054" "22438" "Champlain" "Virginia" "VA" "Essex" "38.0214" "-76.9719"
"9055" "22439" "Chance" "Virginia" "VA" "" "38.0841" "-77.0211"
"9056" "22442" "Coles Point" "Virginia" "VA" "Westmoreland" "38.1218" "-76.7902"
"9057" "22443" "Colonial Beach" "Virginia" "VA" "Westmoreland" "38.1792" "-76.9959"
"9058" "22446" "Corbin" "Virginia" "VA" "Caroline" "38.1718" "-77.4082"
"9059" "22448" "Dahlgren" "Virginia" "VA" "King George" "38.3375" "-77.0429"
"9060" "22451" "Dogue" "Virginia" "VA" "King George" "38.2711" "-77.1726"
"9061" "22454" "Dunnsville" "Virginia" "VA" "Essex" "37.8527" "-76.8475"
"9062" "22456" "Edwardsville" "Virginia" "VA" "Northumberland" "37.8523" "-76.4051"
"9063" "22460" "Farnham" "Virginia" "VA" "Richmond" "37.874" "-76.605"
"9064" "22461" "Foneswood" "Virginia" "VA" "" "38.1046" "-76.9011"
"9065" "22463" "Garrisonville" "Virginia" "VA" "Stafford" "38.4684" "-77.4612"
"9066" "22469" "Hague" "Virginia" "VA" "Westmoreland" "38.0573" "-76.6616"
"9067" "22471" "Hartwood" "Virginia" "VA" "Stafford" "38.3993" "-77.5814"
"9068" "22472" "Haynesville" "Virginia" "VA" "Richmond" "37.9505" "-76.6367"
"9069" "22473" "Heathsville" "Virginia" "VA" "Northumberland" "37.9072" "-76.4178"
"9070" "22476" "Hustle" "Virginia" "VA" "Essex" "38.0329" "-77.0633"
"9071" "22480" "Irvington" "Virginia" "VA" "Lancaster" "37.6645" "-76.416"
"9072" "22481" "Jersey" "Virginia" "VA" "King George" "38.2711" "-77.1726"
"9073" "22482" "Kilmarnock" "Virginia" "VA" "Lancaster" "37.7162" "-76.382"
"9074" "22485" "King George" "Virginia" "VA" "King George" "38.2811" "-77.126"
"9075" "22488" "Kinsale" "Virginia" "VA" "Westmoreland" "38.0505" "-76.5855"
"9076" "22501" "Ladysmith" "Virginia" "VA" "Caroline" "38.0159" "-77.5593"
"9077" "22503" "Lancaster" "Virginia" "VA" "Lancaster" "37.7395" "-76.5002"
"9078" "22504" "Laneview" "Virginia" "VA" "Essex" "37.7681" "-76.7117"
"9079" "22507" "Lively" "Virginia" "VA" "Lancaster" "37.7572" "-76.5118"
"9080" "22508" "Locust Grove" "Virginia" "VA" "Orange" "38.3352" "-77.7709"
"9081" "22509" "Loretto" "Virginia" "VA" "Essex" "38.0789" "-77.0485"
"9082" "22511" "Lottsburg" "Virginia" "VA" "Northumberland" "37.9792" "-76.5018"
"9083" "22513" "Merry Point" "Virginia" "VA" "Lancaster" "37.7503" "-76.5096"
"9084" "22514" "Milford" "Virginia" "VA" "Caroline" "38.0058" "-77.3185"
"9085" "22517" "Mollusk" "Virginia" "VA" "Lancaster" "37.7503" "-76.5781"
"9086" "22520" "Montross" "Virginia" "VA" "Westmoreland" "38.1105" "-76.7828"
"9087" "22523" "Morattico" "Virginia" "VA" "Lancaster" "37.7928" "-76.6093"
"9088" "22524" "Mount Holly" "Virginia" "VA" "Westmoreland" "38.1182" "-76.6805"
"9089" "22526" "Ninde" "Virginia" "VA" "King George" "38.2711" "-77.1726"
"9090" "22528" "Nuttsville" "Virginia" "VA" "Lancaster" "37.7132" "-76.4099"
"9091" "22529" "Oldhams" "Virginia" "VA" "Westmoreland" "38.0181" "-76.6861"
"9092" "22530" "Ophelia" "Virginia" "VA" "Northumberland" "37.9094" "-76.2934"
"9093" "22534" "Partlow" "Virginia" "VA" "Spotsylvania" "38.0641" "-77.6586"
"9094" "22535" "Port Royal" "Virginia" "VA" "Caroline" "38.1621" "-77.1837"
"9095" "22538" "Rappahannock Academy" "Virginia" "VA" "Caroline" "38.2079" "-77.2502"
"9096" "22539" "Reedville" "Virginia" "VA" "Northumberland" "37.857" "-76.2829"
"9097" "22542" "Rhoadesville" "Virginia" "VA" "Orange" "38.2863" "-77.923"
"9098" "22544" "Rollins Fork" "Virginia" "VA" "King George" "38.2711" "-77.1726"
"9099" "22545" "Ruby" "Virginia" "VA" "Stafford" "38.5086" "-77.543"
"9100" "22546" "Ruther Glen" "Virginia" "VA" "Caroline" "37.9451" "-77.4714"
"9101" "22547" "Sealston" "Virginia" "VA" "King George" "38.2711" "-77.1726"
"9102" "22548" "Sharps" "Virginia" "VA" "Richmond" "37.8376" "-76.6948"
"9103" "22549" "Shiloh" "Virginia" "VA" "" "38.2213" "-77.1112"
"9104" "22551" "Spotsylvania" "Virginia" "VA" "" "38.162" "-77.6854"
"9105" "22552" "Sparta" "Virginia" "VA" "Caroline" "38.0094" "-77.2251"
"9106" "22553" "Spotsylvania" "Virginia" "VA" "Spotsylvania" "38.271" "-77.6447"
"9107" "22554" "Stafford" "Virginia" "VA" "Stafford" "38.4586" "-77.4306"
"9108" "22555" "Stafford" "Virginia" "VA" "Stafford" "38.4173" "-77.4608"
"9109" "22556" "Stafford" "Virginia" "VA" "Stafford" "38.4718" "-77.5102"
"9110" "22558" "Stratford" "Virginia" "VA" "Westmoreland" "38.1218" "-76.7902"
"9111" "22559" "Supply" "Virginia" "VA" "" "38.0825" "-77.1097"
"9112" "22560" "Tappahannock" "Virginia" "VA" "Essex" "37.9146" "-76.9125"
"9113" "22565" "Thornburg" "Virginia" "VA" "Spotsylvania" "38.1372" "-77.5189"
"9114" "22567" "Unionville" "Virginia" "VA" "Orange" "38.2383" "-77.9193"
"9115" "22568" "Mine Run" "Virginia" "VA" "" "38.2664" "-77.8183"
"9116" "22570" "Village" "Virginia" "VA" "Richmond" "37.9472" "-76.6154"
"9117" "22572" "Warsaw" "Virginia" "VA" "Richmond" "37.9695" "-76.7665"
"9118" "22576" "Weems" "Virginia" "VA" "Lancaster" "37.6847" "-76.4313"
"9119" "22577" "Sandy Point" "Virginia" "VA" "Westmoreland" "38.0673" "-76.5503"
"9120" "22578" "White Stone" "Virginia" "VA" "Lancaster" "37.6886" "-76.3616"
"9121" "22579" "Wicomico Church" "Virginia" "VA" "Northumberland" "37.8025" "-76.3636"
"9122" "22580" "Woodford" "Virginia" "VA" "Caroline" "38.0847" "-77.4399"
"9123" "22581" "Zacata" "Virginia" "VA" "Westmoreland" "38.1218" "-76.7902"
"9124" "22601" "Winchester" "Virginia" "VA" "Winchester (city)" "39.1858" "-78.1827"
"9125" "22602" "Winchester" "Virginia" "VA" "Frederick" "39.1501" "-78.269"
"9126" "22603" "Winchester" "Virginia" "VA" "Frederick" "39.264" "-78.1989"
"9127" "22604" "Winchester" "Virginia" "VA" "Winchester (city)" "39.1676" "-78.1686"
"9128" "22610" "Bentonville" "Virginia" "VA" "Warren" "38.8187" "-78.2757"
"9129" "22611" "Berryville" "Virginia" "VA" "Clarke" "39.1532" "-77.9688"
"9130" "22620" "Boyce" "Virginia" "VA" "Clarke" "39.0698" "-78.0203"
"9131" "22622" "Brucetown" "Virginia" "VA" "Frederick" "39.2543" "-78.0664"
"9132" "22623" "Chester Gap" "Virginia" "VA" "Rappahannock" "38.8537" "-78.1412"
"9133" "22624" "Clear Brook" "Virginia" "VA" "Frederick" "39.2655" "-78.0988"
"9134" "22625" "Cross Junction" "Virginia" "VA" "Frederick" "39.3744" "-78.3081"
"9135" "22626" "Fishers Hill" "Virginia" "VA" "Shenandoah" "38.9834" "-78.4038"
"9136" "22627" "Flint Hill" "Virginia" "VA" "Rappahannock" "38.7337" "-78.0756"
"9137" "22630" "Front Royal" "Virginia" "VA" "Warren" "38.9268" "-78.1796"
"9138" "22637" "Gore" "Virginia" "VA" "Frederick" "39.2887" "-78.3417"
"9139" "22638" "Winchester" "Virginia" "VA" "Frederick" "39.2369" "-78.2885"
"9140" "22639" "Hume" "Virginia" "VA" "Fauquier" "38.8273" "-77.9949"
"9141" "22640" "Huntly" "Virginia" "VA" "Rappahannock" "38.8129" "-78.1165"
"9142" "22641" "Strasburg" "Virginia" "VA" "Shenandoah" "39.0808" "-78.3913"
"9143" "22642" "Linden" "Virginia" "VA" "Warren" "38.8812" "-78.0478"
"9144" "22643" "Markham" "Virginia" "VA" "Fauquier" "38.8955" "-78.0044"
"9145" "22644" "Maurertown" "Virginia" "VA" "Shenandoah" "38.9441" "-78.4658"
"9146" "22645" "Middletown" "Virginia" "VA" "Frederick" "39.0367" "-78.2815"
"9147" "22646" "Millwood" "Virginia" "VA" "Clarke" "39.1219" "-77.9901"
"9148" "22649" "Middletown" "Virginia" "VA" "Warren" "39.0048" "-78.2478"
"9149" "22650" "Rileyville" "Virginia" "VA" "Page" "38.7564" "-78.3873"
"9150" "22651" "Front Royal" "Virginia" "VA" "" "38.918" "-78.1946"
"9151" "22652" "Fort Valley" "Virginia" "VA" "Shenandoah" "38.8407" "-78.4276"
"9152" "22654" "Star Tannery" "Virginia" "VA" "Frederick" "39.0908" "-78.4343"
"9153" "22655" "Stephens City" "Virginia" "VA" "Frederick" "39.0834" "-78.1907"
"9154" "22656" "Stephenson" "Virginia" "VA" "Frederick" "39.1973" "-78.0941"
"9155" "22657" "Strasburg" "Virginia" "VA" "Shenandoah" "38.9884" "-78.3386"
"9156" "22660" "Toms Brook" "Virginia" "VA" "Shenandoah" "38.9476" "-78.4331"
"9157" "22663" "White Post" "Virginia" "VA" "Clarke" "39.058" "-78.1105"
"9158" "22664" "Woodstock" "Virginia" "VA" "Shenandoah" "38.887" "-78.5217"
"9159" "22701" "Culpeper" "Virginia" "VA" "Culpeper" "38.5117" "-77.9928"
"9160" "22709" "Aroda" "Virginia" "VA" "Madison" "38.3256" "-78.2366"
"9161" "22711" "Banco" "Virginia" "VA" "Madison" "38.4285" "-78.2678"
"9162" "22712" "Bealeton" "Virginia" "VA" "Fauquier" "38.5453" "-77.7561"
"9163" "22713" "Boston" "Virginia" "VA" "Culpeper" "38.5382" "-78.1423"
"9164" "22714" "Brandy Station" "Virginia" "VA" "Culpeper" "38.511" "-77.9037"
"9165" "22715" "Brightwood" "Virginia" "VA" "Madison" "38.4114" "-78.1698"
"9166" "22716" "Castleton" "Virginia" "VA" "Rappahannock" "38.6032" "-78.1208"
"9167" "22718" "Elkwood" "Virginia" "VA" "Culpeper" "38.4652" "-77.817"
"9168" "22719" "Etlan" "Virginia" "VA" "Madison" "38.5095" "-78.2638"
"9169" "22720" "Goldvein" "Virginia" "VA" "Fauquier" "38.4725" "-77.6423"
"9170" "22721" "Graves Mill" "Virginia" "VA" "Madison" "38.4285" "-78.2678"
"9171" "22722" "Haywood" "Virginia" "VA" "Madison" "38.4285" "-78.2678"
"9172" "22723" "Hood" "Virginia" "VA" "Madison" "38.3967" "-78.4322"
"9173" "22724" "Jeffersonton" "Virginia" "VA" "Culpeper" "38.6256" "-77.9069"
"9174" "22725" "Leon" "Virginia" "VA" "Madison" "38.4285" "-78.2678"
"9175" "22726" "Lignum" "Virginia" "VA" "Culpeper" "38.3956" "-77.83"
"9176" "22727" "Madison" "Virginia" "VA" "Madison" "38.37" "-78.2976"
"9177" "22728" "Midland" "Virginia" "VA" "Fauquier" "38.5671" "-77.7127"
"9178" "22729" "Mitchells" "Virginia" "VA" "Culpeper" "38.3744" "-78.0105"
"9179" "22730" "Oakpark" "Virginia" "VA" "Madison" "38.3674" "-78.1628"
"9180" "22731" "Pratts" "Virginia" "VA" "Madison" "38.3366" "-78.2573"
"9181" "22732" "Radiant" "Virginia" "VA" "Madison" "38.3146" "-78.1899"
"9182" "22733" "Rapidan" "Virginia" "VA" "Culpeper" "38.3392" "-78.0476"
"9183" "22734" "Remington" "Virginia" "VA" "Fauquier" "38.5309" "-77.8037"
"9184" "22735" "Reva" "Virginia" "VA" "Culpeper" "38.4604" "-78.1572"
"9185" "22736" "Richardsville" "Virginia" "VA" "Culpeper" "38.3924" "-77.7195"
"9186" "22737" "Rixeyville" "Virginia" "VA" "Culpeper" "38.5852" "-78.0282"
"9187" "22738" "Rochelle" "Virginia" "VA" "Madison" "38.3215" "-78.3042"
"9188" "22739" "Somerville" "Virginia" "VA" "Fauquier" "38.5059" "-77.5956"
"9189" "22740" "Sperryville" "Virginia" "VA" "Rappahannock" "38.6203" "-78.2466"
"9190" "22741" "Stevensburg" "Virginia" "VA" "Culpeper" "38.4441" "-77.8842"
"9191" "22742" "Sumerduck" "Virginia" "VA" "Fauquier" "38.4674" "-77.7044"
"9192" "22743" "Syria" "Virginia" "VA" "Madison" "38.4972" "-78.3229"
"9193" "22746" "Viewtown" "Virginia" "VA" "Rappahannock" "38.6457" "-78.0258"
"9194" "22747" "Washington" "Virginia" "VA" "Rappahannock" "38.7078" "-78.1566"
"9195" "22748" "Wolftown" "Virginia" "VA" "Madison" "38.3727" "-78.3805"
"9196" "22749" "Woodville" "Virginia" "VA" "Rappahannock" "38.6482" "-78.1739"
"9197" "22801" "Harrisonburg" "Virginia" "VA" "Harrisonburg (city)" "38.4489" "-78.8714"
"9198" "22802" "Harrisonburg" "Virginia" "VA" "Rockingham" "38.4905" "-78.8179"
"9199" "22803" "Harrisonburg" "Virginia" "VA" "" "38.469" "-78.8325"
"9200" "22807" "Harrisonburg" "Virginia" "VA" "Harrisonburg (city)" "38.4409" "-78.8742"
"9201" "22810" "Basye" "Virginia" "VA" "Shenandoah" "38.8089" "-78.7776"
"9202" "22811" "Bergton" "Virginia" "VA" "Rockingham" "38.7925" "-78.9668"
"9203" "22812" "Bridgewater" "Virginia" "VA" "Rockingham" "38.3859" "-78.9937"
"9204" "22815" "Broadway" "Virginia" "VA" "Rockingham" "38.6083" "-78.7875"
"9205" "22820" "Criders" "Virginia" "VA" "Rockingham" "38.7497" "-78.9974"
"9206" "22821" "Dayton" "Virginia" "VA" "Rockingham" "38.4707" "-79.085"
"9207" "22824" "Edinburg" "Virginia" "VA" "Shenandoah" "38.8432" "-78.6003"
"9208" "22827" "Elkton" "Virginia" "VA" "Rockingham" "38.4025" "-78.6321"
"9209" "22830" "Fulks Run" "Virginia" "VA" "Rockingham" "38.6339" "-78.9358"
"9210" "22831" "Hinton" "Virginia" "VA" "Rockingham" "38.5689" "-79.0885"
"9211" "22832" "Keezletown" "Virginia" "VA" "Rockingham" "38.4659" "-78.7499"
"9212" "22833" "Lacey Spring" "Virginia" "VA" "Rockingham" "38.5284" "-78.8552"
"9213" "22834" "Linville" "Virginia" "VA" "Rockingham" "38.5557" "-78.8961"
"9214" "22835" "Luray" "Virginia" "VA" "Page" "38.6548" "-78.4596"
"9215" "22840" "Mc Gaheysville" "Virginia" "VA" "Rockingham" "38.3712" "-78.7411"
"9216" "22841" "Mount Crawford" "Virginia" "VA" "Rockingham" "38.3457" "-78.8957"
"9217" "22842" "Mount Jackson" "Virginia" "VA" "Shenandoah" "38.7857" "-78.6803"
"9218" "22843" "Mount Solon" "Virginia" "VA" "Augusta" "38.3328" "-79.1028"
"9219" "22844" "New Market" "Virginia" "VA" "Shenandoah" "38.6606" "-78.6714"
"9220" "22845" "Orkney Springs" "Virginia" "VA" "Shenandoah" "38.7937" "-78.8111"
"9221" "22846" "Penn Laird" "Virginia" "VA" "Rockingham" "38.375" "-78.7795"
"9222" "22847" "Quicksburg" "Virginia" "VA" "Shenandoah" "38.7201" "-78.7213"
"9223" "22848" "Pleasant Valley" "Virginia" "VA" "Rockingham" "38.3847" "-78.8914"
"9224" "22849" "Shenandoah" "Virginia" "VA" "Page" "38.501" "-78.609"
"9225" "22850" "Singers Glen" "Virginia" "VA" "Rockingham" "38.5574" "-78.9227"
"9226" "22851" "Stanley" "Virginia" "VA" "Page" "38.566" "-78.5093"
"9227" "22853" "Timberville" "Virginia" "VA" "Rockingham" "38.6476" "-78.7717"
"9228" "22901" "Charlottesville" "Virginia" "VA" "Albemarle" "38.0936" "-78.5611"
"9229" "22902" "Charlottesville" "Virginia" "VA" "Charlottesville (city)" "38.0266" "-78.4804"
"9230" "22903" "Charlottesville" "Virginia" "VA" "Charlottesville (city)" "38.0339" "-78.4924"
"9231" "22904" "Charlottesville" "Virginia" "VA" "Charlottesville (city)" "38.0401" "-78.4851"
"9232" "22905" "Charlottesville" "Virginia" "VA" "Charlottesville (city)" "38.0401" "-78.4851"
"9233" "22906" "Charlottesville" "Virginia" "VA" "Charlottesville (city)" "38.0401" "-78.4851"
"9234" "22907" "Charlottesville" "Virginia" "VA" "Charlottesville (city)" "38.0401" "-78.4851"
"9235" "22908" "Charlottesville" "Virginia" "VA" "Charlottesville (city)" "38.0401" "-78.4851"
"9236" "22909" "Charlottesville" "Virginia" "VA" "Albemarle" "38.0245" "-78.4482"
"9237" "22910" "Charlottesville" "Virginia" "VA" "Charlottesville (city)" "38.0401" "-78.4851"
"9238" "22911" "Charlottesville" "Virginia" "VA" "Albemarle" "38.0995" "-78.4085"
"9239" "22920" "Afton" "Virginia" "VA" "Nelson" "37.9626" "-78.841"
"9240" "22922" "Arrington" "Virginia" "VA" "Nelson" "37.6902" "-78.9479"
"9241" "22923" "Barboursville" "Virginia" "VA" "Orange" "38.2095" "-78.3098"
"9242" "22924" "Batesville" "Virginia" "VA" "Albemarle" "38.0013" "-78.7271"
"9243" "22929" "Cobham" "Virginia" "VA" "" "38.0362" "-78.382"
"9244" "22931" "Covesville" "Virginia" "VA" "Albemarle" "37.908" "-78.7127"
"9245" "22932" "Crozet" "Virginia" "VA" "Albemarle" "38.1296" "-78.7106"
"9246" "22935" "Dyke" "Virginia" "VA" "Greene" "38.2705" "-78.5578"
"9247" "22936" "Earlysville" "Virginia" "VA" "Albemarle" "38.1578" "-78.4919"
"9248" "22937" "Esmont" "Virginia" "VA" "Albemarle" "37.8125" "-78.6106"
"9249" "22938" "Faber" "Virginia" "VA" "Nelson" "37.8475" "-78.7565"
"9250" "22939" "Fishersville" "Virginia" "VA" "Augusta" "38.0964" "-78.993"
"9251" "22940" "Free Union" "Virginia" "VA" "Albemarle" "38.1944" "-78.5849"
"9252" "22942" "Gordonsville" "Virginia" "VA" "Orange" "38.1759" "-78.1815"
"9253" "22943" "Greenwood" "Virginia" "VA" "Albemarle" "38.0415" "-78.7833"
"9254" "22945" "Ivy" "Virginia" "VA" "Albemarle" "38.0654" "-78.5958"
"9255" "22946" "Keene" "Virginia" "VA" "Albemarle" "37.856" "-78.5699"
"9256" "22947" "Keswick" "Virginia" "VA" "Albemarle" "38.0531" "-78.3396"
"9257" "22948" "Locust Dale" "Virginia" "VA" "Madison" "38.3572" "-78.1229"
"9258" "22949" "Lovingston" "Virginia" "VA" "Nelson" "37.7924" "-78.8684"
"9259" "22951" "Lowesville" "Virginia" "VA" "" "37.7526" "-79.088"
"9260" "22952" "Lyndhurst" "Virginia" "VA" "Augusta" "37.9744" "-78.9361"
"9261" "22953" "Madison Mills" "Virginia" "VA" "Madison" "38.4285" "-78.2678"
"9262" "22954" "Massies Mill" "Virginia" "VA" "Nelson" "37.7891" "-79.0125"
"9263" "22957" "Montpelier Station" "Virginia" "VA" "Orange" "38.227" "-78.1768"
"9264" "22958" "Nellysford" "Virginia" "VA" "Nelson" "37.902" "-78.9004"
"9265" "22959" "North Garden" "Virginia" "VA" "Albemarle" "37.9336" "-78.6351"
"9266" "22960" "Orange" "Virginia" "VA" "Orange" "38.2192" "-78.0461"
"9267" "22963" "Palmyra" "Virginia" "VA" "Fluvanna" "37.8931" "-78.3386"
"9268" "22964" "Piney River" "Virginia" "VA" "Nelson" "37.8036" "-78.9591"
"9269" "22965" "Quinque" "Virginia" "VA" "Greene" "38.3301" "-78.475"
"9270" "22967" "Roseland" "Virginia" "VA" "Nelson" "37.8077" "-78.9712"
"9271" "22968" "Ruckersville" "Virginia" "VA" "Greene" "38.2586" "-78.4074"
"9272" "22969" "Schuyler" "Virginia" "VA" "Nelson" "37.7976" "-78.6925"
"9273" "22971" "Shipman" "Virginia" "VA" "Nelson" "37.76" "-78.8105"
"9274" "22972" "Somerset" "Virginia" "VA" "Orange" "38.1997" "-78.2394"
"9275" "22973" "Stanardsville" "Virginia" "VA" "Greene" "38.3121" "-78.482"
"9276" "22974" "Troy" "Virginia" "VA" "Fluvanna" "37.9636" "-78.2535"
"9277" "22976" "Tyro" "Virginia" "VA" "Nelson" "37.8391" "-79.0693"
